grup.adv	0.0
n	0.0
et	0.0001893222264293828
a	0.0003786444528587656
neg	0.0005679666792881485
sa	0.0005679666792881485
r	0.001135933358576297
cpred	0.002839833396440742
grup.a	0.002839833396440742
d	0.003218477849299508
ao	0.0035971223021582736
sadv	0.0035971223021582736
infinitiu	0.005490344566452102
grup.nom	0.011548655812192351
v	0.021204089360090876
mod	0.02896630064369557
atr	0.03653918970087088
s.a	0.0617190458159788
sentence	0.06569481257099584
S	0.06872396819386596
suj	0.0738356683074593
cc	0.08027262400605831
cd	0.08822415751609239
sp	0.09390382430897387
sn	0.15505490344566453
spec	0.18989019310867095
