a	0.0
et	0.0
n	0.0
neg	0.0
r	0.0
sa	0.0
cpred	0.0012391573729863693
d	0.0012391573729863693
grup.adv	0.0012391573729863693
infinitiu	0.0037174721189591076
sadv	0.004956629491945477
grup.a	0.006195786864931847
ao	0.007434944237918215
grup.nom	0.013630731102850062
mod	0.01486988847583643
atr	0.024783147459727387
v	0.024783147459727387
sentence	0.0322180916976456
s.a	0.06691449814126393
suj	0.07806691449814127
S	0.08302354399008674
cd	0.08674101610904585
sp	0.09293680297397769
cc	0.10161090458488228
sn	0.17472118959107807
spec	0.17967781908302355
