DTV	0.0
GAP-SBJ	0.0
GAP-TMP	0.0
GAP-VC	0.0
PRD-PRP	0.0
GAP-PRP	7.985307035055498e-05
PUT	7.985307035055498e-05
GAP-PRD	0.00015970614070110996
PRD-TMP	0.00015970614070110996
VOC	0.00015970614070110996
HYPH	0.0003992653517527749
EXTR	0.0005589714924538849
LOC-PRD	0.0006388245628044398
PRN	0.0007186776331549948
LGS	0.0007985307035055498
SUFFIX	0.0013575021959594347
PRP	0.0030344166733210893
DIR	0.004152359658228859
MNR	0.004152359658228859
DEP	0.006308392557693844
PRT	0.006547951768745508
APPO	0.0069472171204982835
OPRD	0.010540605286273257
SUB	0.010780164497324923
IM	0.012297372833985467
LOC	0.015251936436956002
TMP	0.02132076978359818
VC	0.029705342170406452
AMOD	0.03840932683861695
CONJ	0.04000638824562804
ADV	0.046075221592270225
COORD	0.046474486944023
OBJ	0.04902978519524076
PRD	0.05158508344645852
PMOD	0.06156671724027789
ROOT	0.07985307035055497
SBJ	0.10540605286273257
P	0.12528946738002075
NMOD	0.22015491495648007
