GAP-PRD	6.949753283758427e-05
GAP-SBJ	6.949753283758427e-05
EXTR	0.0008339703940510112
DIR	0.0016679407881020224
PRN	0.002432413649315449
PRP	0.0033358815762040447
PRT	0.004586837167280562
MNR	0.006324275488220168
DEP	0.008409201473347696
OPRD	0.011258600319688651
APPO	0.012509555910765168
IM	0.012509555910765168
SUB	0.013135033706303426
LOC	0.014872472027243034
TMP	0.016053930085481966
VC	0.027799013135033707
CONJ	0.040517061644311625
AMOD	0.042601987629439154
PRD	0.042740982695114324
COORD	0.048856765584821736
ADV	0.054138578080478145
OBJ	0.059837375773160055
ROOT	0.06949753283758427
PMOD	0.09542011258600319
SBJ	0.10542775731461533
NMOD	0.30509416915699494
