GAP-PRP	0.0
GAP-PRD	9.736150326161036e-05
LOC-PRD	0.0005841690195696621
PUT	0.0006815305228312725
DIR	0.0014604225489241553
PRN	0.0017525070587089864
PRT	0.006231136208743063
APPO	0.007302112744620777
DEP	0.008470450783760101
MNR	0.008470450783760101
LOC	0.011488657384870022
SUB	0.013922694966410281
IM	0.014993671502287996
OPRD	0.014993671502287996
TMP	0.022198422743647164
VC	0.031934573069808195
CONJ	0.03991821633726025
PRD	0.0422548924155389
COORD	0.04449420699055594
AMOD	0.04897283614059001
ADV	0.059487878492843926
OBJ	0.06552429169506377
PMOD	0.07973907117125889
ROOT	0.09726414175834874
SBJ	0.11352351280303768
NMOD	0.26423911985201054
