ID_Word	ID_Lemma	Lemma
37124	71733	,
37128	71737	,
37130	71739	,
37281	71890	
37308	71917	
37411	72020	
37621	72230	
37228	71837	a
37396	72005	a
37496	72105	a
37514	72123	a
37372	71981	abandonar
37362	71971	adecuar
37354	71963	
37127	71736	agua
37048	71657	a+el
37355	71964	a+el
37398	72007	a+el
37440	72049	a+el
37442	72051	a+el
37560	72169	a+el
37218	71827	alguno
37222	71831	alguno
37092	71701	alimento
37434	72043	alternar
37481	72090	
37423	72032	apropiar
37489	72098	arreglar
37300	71909	
37083	71692	asear
37458	72067	asear
37241	71850	
37250	71859	
37267	71876	
37350	71959	
37597	72206	atracción
37559	72168	ayudar
37166	71775	baja
37383	71992	bajar
37061	71670	banco
37086	71695	bandeja
37137	71746	bañar
37175	71784	bañar
37076	71685	baño
37154	71763	beber
37549	72158	brazo
37165	71774	bus
37334	71943	
37274	71883	
37470	72079	callosidad
37146	71755	camioneta
37244	71853	capacidad
37572	72181	capacidad
37068	71677	cara
37095	71704	caro
37064	71673	cascada
37603	72212	cascada
37073	71682	chorizo
37378	71987	cliente
37607	72216	cobrar
37156	71765	coche
37343	71952	coche
37149	71758	colaborar
37337	71946	colmar
37404	72013	colmar
37455	72064	colocar
37188	71797	comer
37397	72006	comer
37276	71885	comedir
37449	72058	comer
37201	71810	comprar
37205	71814	con
37234	71843	con
37312	71921	con
37524	72133	con
37437	72046	conductor
37365	71974	conductor
37394	72003	conductor
37420	72029	contestar
37243	71852	controlar
37204	71813	cordialidad
37103	71712	cosa
37144	71753	costoso
37150	71759	cuando
37116	71725	contar
37233	71842	cumplir
37430	72039	dar
37050	71659	de
37056	71665	de
37062	71671	de
37084	71693	de
37090	71699	de
37098	71707	de
37126	71735	de
37136	71745	de
37174	71783	de
37184	71793	de
37208	71817	de
37237	71846	de
37247	71856	de
37254	71863	de
37272	71881	de
37280	71889	de
37293	71902	de
37309	71918	de
37316	71925	de
37327	71936	de
37346	71955	de
37351	71960	de
37375	71984	de
37390	71999	de
37410	72019	de
37416	72025	de
37421	72030	de
37444	72053	de
37463	72072	de
37465	72074	de
37479	72088	de
37483	72092	de
37499	72108	de
37522	72131	de
37537	72146	de
37544	72153	de
37617	72226	de
37380	71989	debe
37507	72116	debe
37488	72097	deber
37176	71785	
37297	71906	dejar
37453	72062	dejar
37080	71689	de+el
37270	71879	de+el
37357	71966	de+el
37278	71887	demorar
37476	72085	deplorable
37570	72179	deplorable
37238	71847	descontar
37431	72040	desde
37160	71769	
37167	71776	desocupar
37439	72048	
37260	71869	devolver
37599	72208	decir
37158	71767	
37257	71866	decir
37446	72055	decir
37551	72160	decir
37262	71871	dinero
37122	71731	discapacitado
37246	71855	disponibilidad
37097	71706	disposición
37133	71742	diversión
37317	71926	edad
37172	71781	
37054	71663	el
37072	71681	el
37078	71687	el
37108	71717	el
37117	71726	el
37134	71743	el
37159	71768	el
37164	71773	el
37235	71844	el
37261	71870	el
37286	71895	el
37305	71914	el
37336	71945	el
37373	71982	el
37377	71986	el
37403	72012	el
37432	72041	el
37528	72137	el
37548	72157	el
37545	72154	embarazar
37255	71864	empleado
37042	71651	en
37115	71724	en
37155	71764	en
37189	71798	en
37217	71826	en
37285	71894	en
37367	71976	en
37471	72080	en
37509	72118	en
37542	72151	en
37606	72215	encender
37199	71808	
37310	71919	
37070	71679	entrada
37339	71948	entrada
37492	72101	entrada
37511	72120	entrada
37142	71751	entrada
37290	71899	entrega
37047	71656	entrar
37216	71825	equipaje
37284	71893	equivocar
37335	71944	ser
37360	71969	ser
37460	72069	ser
37475	72084	ser
37519	72128	ser
37569	72178	ser
37576	72185	ser
37584	72193	ser
37586	72195	ser
37611	72220	ser
37474	72083	ese
37381	71990	esperar
37408	72017	esperar
37574	72183	estar
37448	72057	estar
37543	72152	estado
37311	71920	estar
37093	71702	
37563	72172	
37040	71649	estar
37181	71790	estar
37508	72117	estar
37506	72115	este
37517	72126	este
37605	72214	estar
37500	72109	evaluar
37620	72229	existir
37265	71874	
37462	72071	falta
37478	72087	falta
37521	72130	falta
37454	72063	favor
37291	71900	
37575	72184	
37295	71904	gana
37468	72077	gente
37502	72111	gente
37135	71744	gorro
37173	71782	gorro
37253	71862	grosero
37081	71690	
37555	72164	
37588	72197	
37591	72200	
37441	72050	
37200	71809	hacer
37407	72016	hacer
37151	71760	haber
37466	72075	higiene
37480	72089	higiene
37314	71923	hijo
37443	72052	hombre
37045	71654	
37282	71891	hora
37498	72107	hora
37329	71938	
37307	71916	hoy
37568	72177	impresión
37577	72186	
37612	72221	
37540	72149	ingresar
37356	71965	ingresar
37573	72182	instalar
37566	72175	
37057	71666	el
37069	71678	el
37145	71754	el
37273	71882	el
37275	71884	el
37289	71898	el
37302	71911	el
37333	71942	el
37349	71958	el
37352	71961	el
37361	71970	el
37467	72076	el
37472	72081	el
37477	72086	el
37491	72100	el
37497	72106	el
37501	72110	el
37510	72119	el
37515	72124	el
37535	72144	el
37571	72180	el
37051	71660	el
37063	71672	el
37085	71694	el
37099	71708	el
37120	71729	el
37141	71750	el
37168	71777	el
37185	71794	el
37190	71799	el
37206	71815	el
37229	71838	el
37424	72033	el
37525	72134	el
37596	72205	el
37602	72211	el
37615	72224	el
37484	72093	limpieza
37332	71941	llegar
37325	71934	llevar
37107	71716	llevar
37554	72163	el
37044	71653	el
37060	71669	el
37075	71684	el
37088	71697	el
37091	71700	el
37209	71818	el
37299	71908	el
37364	71973	el
37393	72002	el
37414	72023	el
37452	72061	el
37557	72166	el
37358	71967	
37494	72103	mal
37264	71873	malo
37294	71903	malo
37422	72031	manera
37055	71664	
37066	71675	mas
37102	71711	mas
37162	71771	mas
37203	71812	mas
37279	71888	mas
37326	71935	mas
37387	71996	mas
37409	72018	mas
37565	72174	mas
37541	72150	
37527	72136	mayor
37112	71721	me
37195	71804	me
37401	72010	me
37485	72094	me
37531	72140	me
37546	72155	me
37096	71705	mejor
37259	71868	mejor
37341	71950	mejor
37490	72099	mejor
37249	71858	mejora
37053	71662	mejorar
37071	71680	mejorar
37074	71683	mejorar
37077	71686	mejorar
37082	71691	mejorar
37087	71696	mejorar
37240	71849	mejorar
37610	72219	mencionar
37315	71924	menor
37100	71709	mesa
37248	71857	mesa
37567	72176	mi
37616	72225	mil
37412	72021	minuto
37313	71922	mi
37319	71928	mi
37399	72008	mismo
37227	71836	molestar
37340	71949	mucho
37129	71738	moblar
37052	71661	mujer
37094	71703	muy
37143	71752	muy
37170	71779	muy
37263	71872	muy
37493	72102	muy
37353	71962	niño
37152	71761	niño
37046	71655	no
37111	71720	no
37180	71789	no
37187	71796	no
37231	71840	no
37296	71905	no
37322	71931	no
37331	71940	no
37359	71968	no
37371	71980	no
37379	71988	no
37419	72028	no
37435	72044	no
37513	72122	no
37538	72147	no
37562	72171	no
37579	72188	no
37583	72192	no
37600	72209	no
37604	72213	no
37609	72218	no
37482	72091	norma
37406	72015	no
37427	72036	no
37429	72038	no
37104	71713	o
37105	71714	objeto
37139	71748	obligatorio
37178	71787	obligatorio
37219	71828	ocasión
37239	71848	ofrecer
37456	72065	orden
37464	72073	orden
37303	71912	organización
37589	72198	orinar
37106	71715	para
37119	71728	para
37179	71788	para
37220	71829	para
37342	71951	para
37382	71991	para
37438	72047	para
37614	72223	para
37402	72011	parecer
37486	72095	parecer
37593	72202	pareja
37433	72042	
37561	72170	
37269	71878	parte
37287	71896	pedido
37587	72196	peligroso
37183	71792	pelo
37041	71650	pendiente
37564	72173	pendiente
37459	72068	permanente
37366	71975	
37230	71839	persona
37271	71880	personal
37582	72191	personal
37121	71730	persona
37526	72135	persona
37618	72227	persona
37266	71875	
37392	72001	
37473	72082	piscina
37131	71740	piscina
37169	71778	piscina
37186	71795	piscina
37191	71800	piscina
37236	71845	plan
37539	72148	poder
37197	71806	por
37268	71877	por
37301	71910	porque
37550	72159	porque
37418	72027	
37123	71732	precio
37223	71832	prenda
37089	71698	
37067	71676	publicidad
37198	71807	publicidad
37213	71822	poder
37058	71667	puerta
37157	71766	pues
37043	71652	que
37110	71719	que
37211	71820	que
37226	71835	que
37256	71865	que
37258	71867	que
37348	71957	que
37363	71972	que
37385	71994	que
37405	72014	que
37426	72035	que
37428	72037	que
37447	72056	que
37451	72060	que
37487	72096	que
37530	72139	que
37552	72161	que
37558	72167	que
37578	72187	que
37598	72207	que
37613	72222	que
37196	71805	quejar
37533	72142	quien
37469	72078	quintar
37388	71997	
37536	72145	
37622	72231	regadera
37523	72132	respetar
37252	71861	respuesta
37532	72141	revisar
37347	71956	rodar
37182	71791	sacar
37221	71830	sacar
37386	71995	salar
37516	72125	salida
37585	72194	saludable
37547	72156	
37232	71841	se
37277	71886	se
37283	71892	se
37445	72054	seguridad
37177	71786	ser
37306	71915	servicio
37495	72104	servicio
37389	71998	
37595	72204	sexo
37529	72138	señor
37415	72024	señor
37207	71816	señorito
37163	71772	si
37345	71954	silla
37224	71833	sin
37079	71688	sistema
37369	71978	sitiar
37374	71983	sitiar
37214	71823	solicitar
37504	72113	solo
37619	72228	solo
37215	71824	su
37368	71977	su
37395	72004	subir
37113	71722	
37298	71907	subir
37171	71780	sucio
37320	71929	suegro
37581	72190	suficiente
37304	71913	suministrar
37608	72217	tarifa
37400	72009	
37125	71734	temperatura
37323	71932	tener
37101	71710	tener
37114	71723	tener
37225	71834	tener
37580	72189	tener
37436	72045	tenia
37534	72143	tenia
37594	72203	tener
37192	71801	termal
37147	71756	
37202	71811	tiquete
37505	72114	torniquete
37376	71985	trabajar
37425	72034	transportación
37109	71718	transportar
37324	71933	transportar
37391	72000	transportar
37118	71727	trasporte
37518	72127	tumulto
37194	71803	turismo
37321	71930	o
37503	72112	uno
37328	71937	unir
37338	71947	unir
37461	72070	unir
37520	72129	unir
37592	72201	unir
37148	71757	
37212	71821	unir
37138	71747	utilizar
37049	71658	
37210	71819	
37601	72210	ver
37556	72165	ver
37059	71668	y
37065	71674	y
37132	71741	y
37140	71749	y
37153	71762	y
37161	71770	y
37193	71802	y
37242	71851	y
37245	71854	y
37251	71860	y
37288	71897	y
37292	71901	y
37318	71927	y
37330	71939	y
37344	71953	y
37370	71979	y
37384	71993	y
37413	72022	y
37450	72059	y
37457	72066	y
37512	72121	y
37590	72199	y
37553	72162	ya
37417	72026	
