GAP-PRD	9.709680551509856e-05
GAP-SBJ	9.709680551509856e-05
EXTR	0.0012622584716962813
DIR	0.0014564520827264782
PRN	0.001747742499271774
PRP	0.0026216137489076608
PRT	0.006214195552966308
APPO	0.007282260413632392
DEP	0.008447422079813574
MNR	0.008447422079813574
LOC	0.011457423050781628
SUB	0.013884843188659093
IM	0.014952908049325177
OPRD	0.014952908049325177
TMP	0.02213807165744247
VC	0.03184775220895233
CONJ	0.039809690261190404
PRD	0.04214001359355277
COORD	0.04437324012040004
AMOD	0.048839693174094576
ADV	0.059326148169725215
OBJ	0.06534615011166132
PMOD	0.07952228371686572
ROOT	0.09699970870958345
SBJ	0.11321487523060492
NMOD	0.26352073016797745
