participi	0.0
gerundi	6.747638326585695e-05
inc	6.747638326585695e-05
morfema.pronominal	6.747638326585695e-05
n	0.0001349527665317139
p	0.0001349527665317139
relatiu	0.0001349527665317139
a	0.00020242914979757084
et	0.00020242914979757084
grup.adv	0.00020242914979757084
interjeccio	0.00020242914979757084
impers	0.0004048582995951417
sa	0.0004048582995951417
c	0.0010796221322537112
neg	0.001147098515519568
cag	0.001349527665317139
r	0.001417004048582996
s	0.001417004048582996
ao	0.0018893387314439945
f	0.0020242914979757085
infinitiu	0.0024291497975708503
creg	0.002901484480431849
cpred	0.005128205128205128
grup.a	0.006072874493927126
d	0.006950067476383266
pass	0.007557354925775978
ci	0.008434547908232119
sadv	0.008502024291497975
mod	0.011133603238866396
conj	0.013630229419703105
v	0.01592442645074224
grup.nom	0.016194331983805668
atr	0.038866396761133605
coord	0.05
S	0.06005398110661268
cd	0.062348178137651825
suj	0.06369770580296896
cc	0.06484480431848853
sentence	0.07091767881241566
sp	0.07368421052631578
s.a	0.07847503373819163
sn	0.13562753036437247
spec	0.18407557354925777
