gerundi	0.0
grup.adv	0.0
interjeccio	0.0
relatiu	0.0
c	0.00023218017181332715
et	0.00023218017181332715
inc	0.00023218017181332715
n	0.00023218017181332715
neg	0.00023218017181332715
p	0.00023218017181332715
participi	0.00023218017181332715
s	0.00023218017181332715
cag	0.0004643603436266543
impers	0.0004643603436266543
r	0.0004643603436266543
sa	0.0004643603436266543
infinitiu	0.0006965405154399814
a	0.0009287206872533086
morfema.pronominal	0.0009287206872533086
creg	0.0018574413745066172
ao	0.003018342233573253
grup.a	0.0046436034362665425
cpred	0.005340143951706525
d	0.005340143951706525
pass	0.007197585326213141
sadv	0.00812630601346645
v	0.00975156721615974
mod	0.009983747387973066
grup.nom	0.0136986301369863
ci	0.013930810308799628
conj	0.014859530996052937
f	0.017645693057812863
atr	0.023914557696772695
coord	0.040399349895518924
S	0.04295333178546552
suj	0.05293707917343859
cc	0.057116322266078476
cd	0.06384954724866497
sp	0.06547480845135825
s.a	0.09171116786626422
sn	0.1214302298583701
sentence	0.13048525655908985
spec	0.188065939168795
