('RP', None)	6.471654154801968e-05
('RB', 'RP')	6.471654154801968e-05
(None, 'RP')	0.000388299249288118
('RB', 'NN')	0.000388299249288118
('NN', 'RP')	0.0005177323323841574
('JJ', 'VB')	0.000776598498576236
('RB', 'JJ')	0.000776598498576236
('JJ', 'NN')	0.0008413150401242557
('JJ', 'JJ')	0.0009060315816722754
('RB', 'VB')	0.0009707481232202951
('RB', 'RB')	0.0028475278281128655
('VB', 'RP')	0.004271291742169298
('NN', 'RB')	0.004465441366813357
('RB', None)	0.008672016567434637
(None, 'RB')	0.010484079730779187
(None, 'JJ')	0.012490292518767798
('JJ', 'RB')	0.01617913538700492
('NN', 'VB')	0.01786176546725343
('VB', 'JJ')	0.020126844421434118
('JJ', None)	0.021615324877038572
('NN', 'NN')	0.028928294071964795
('VB', 'RB')	0.034558633186642505
('VB', 'VB')	0.03760031063939943
('NN', 'JJ')	0.04911985503494693
(None, 'VB')	0.0519673828630598
(None, None)	0.07196479420139788
('VB', 'NN')	0.07636551902666322
(None, 'NN')	0.08335490551384934
('NN', None)	0.2048925705410303
('VB', None)	0.23653895935801192
