('RB', 'RP')	9.205560158335634e-05
('NN', 'RP')	9.205560158335634e-05
(None, 'RP')	0.00027616680475006904
('RP', None)	0.0003682224063334254
('RB', 'NN')	0.0007364448126668507
('RB', 'VB')	0.0007364448126668507
('RB', 'JJ')	0.0010126116174169197
('JJ', 'JJ')	0.0011967228205836326
('JJ', 'VB')	0.0017490564300837706
('JJ', 'NN')	0.002117278836417196
('NN', 'RB')	0.004142502071251036
('RB', 'RB')	0.005063058087084599
('VB', 'RP')	0.0057074472981680936
('RB', None)	0.007364448126668508
(None, 'JJ')	0.008745282150418853
('NN', 'VB')	0.011046672190002762
(None, 'RB')	0.0115990057995029
('JJ', 'RB')	0.01537328546442051
('JJ', None)	0.026512013256006627
('NN', 'NN')	0.028169014084507043
('VB', 'JJ')	0.02872134769400718
('VB', 'VB')	0.0369142962349259
('VB', 'RB')	0.040964742704593576
('NN', 'JJ')	0.04335818834576084
(None, 'VB')	0.058363251403847925
(None, 'NN')	0.06517536592101629
(None, None)	0.07226364724293473
('VB', 'NN')	0.07787903893951947
('NN', None)	0.18162570192396207
('VB', None)	0.2626346313173157
