gerundi	8.074935400516796e-05
inc	8.074935400516796e-05
n	0.00016149870801033592
a	0.00024224806201550387
grup.adv	0.00024224806201550387
sa	0.00048449612403100775
r	0.001695736434108527
ao	0.0022609819121447027
infinitiu	0.0029069767441860465
cpred	0.006136950904392765
grup.a	0.007267441860465116
d	0.0083171834625323
sadv	0.010174418604651164
mod	0.013323643410852713
v	0.01905684754521964
grup.nom	0.01937984496124031
atr	0.046511627906976744
S	0.07186692506459948
cd	0.07461240310077519
suj	0.07622739018087855
cc	0.0776001291989664
sentence	0.08486757105943152
s.a	0.09391149870801034
sn	0.1623062015503876
spec	0.2202842377260982
