ID_Word	token66060	$
60211	$4.500
55117	%
56140	%
67543	%
61172	*
54443	,
54461	,
54498	,
54519	,
54563	,
55099	,
55528	,
55752	,
56685	,
58047	,
58173	,
58288	,
60340	,
61209	,
61818	,
62156	,
63058	,
63715	,
64020	,
64269	,
64888	,
65470	,
67752	,
67970	,
68067	,
69136	,
57927	.
62115	08
62485	1
69200	1
65939	1/2
69085	1/2
56139	10
56374	10
61105	10
69202	10
55116	100
67542	100
69207	11
60537	12
66150	12
62985	18
63668	18
55973	2
60544	2
61233	2
61866	2
63756	2
63808	2
64917	2
65377	2
67681	2
68057	2
65159	2017
60129	211
63980	23
66148	24
62939	24horas
65232	28/12/2016
61164	29
56650	3
57439	3
61785	3
67683	3
60764	3/4
65943	3/4
58628	300
60335	3km
56022	4
54965	412
66061	462.000
62385	4pm
68357	5
61631	55
59761	6
60208	7
62120	7
55251	7:00
58980	7:00
63025	8:00
63030	9:25
54421	a
54468	a
54530	a
54877	a
55038	a
55070	a
55163	a
55249	a
55301	a
55417	a
55457	a
55478	a
55504	a
55513	a
55548	a
55596	a
55731	a
55803	a
55847	a
55959	a
56322	a
56329	a
56361	a
56376	a
56380	a
56435	a
56495	a
56550	a
56573	a
56656	a
56667	a
56699	a
56731	a
56956	a
56995	a
57009	a
57027	a
57036	a
57107	a
57147	a
57151	a
57248	a
57270	a
57326	a
57351	a
57373	a
57585	a
57632	a
57807	a
57825	a
57865	a
58018	a
58169	a
58178	a
58198	a
58265	a
58293	a
58420	a
58480	a
58560	a
58974	a
58978	a
59028	a
59452	a
59531	a
59687	a
59760	a
59811	a
59819	a
59861	a
60028	a
60079	a
60108	a
60156	a
60268	a
60292	a
60396	a
60424	a
60556	a
60678	a
60685	a
60755	a
60834	a
60982	a
61049	a
61070	a
61133	a
61142	a
61197	a
61241	a
61362	a
61379	a
61430	a
61462	a
61508	a
61536	a
61594	a
61684	a
61701	a
61913	a
61924	a
61958	a
62030	a
62034	a
62325	a
62561	a
62709	a
62802	a
62807	a
62816	a
62838	a
62962	a
63014	a
63023	a
63312	a
63322	a
63521	a
63603	a
63651	a
63661	a
63781	a
63903	a
63938	a
63941	a
64005	a
64085	a
64174	a
64187	a
64192	a
64203	a
64277	a
64405	a
64450	a
64521	a
64744	a
64747	a
64797	a
64895	a
64921	a
64958	a
65111	a
65126	a
65134	a
65148	a
65208	a
65306	a
65400	a
65488	a
66024	a
66170	a
66235	a
66482	a
66635	a
66711	a
66730	a
66743	a
66800	a
67011	a
67040	a
67135	a
67159	a
67270	a
67355	a
67393	a
67397	a
67406	a
67417	a
67430	a
67464	a
67518	a
67546	a
67659	a
67771	a
67791	a
67924	a
67947	a
67960	a
68008	a
68072	a
68087	a
68101	a
68114	a
68126	a
68177	a
68222	a
68270	a
68403	a
68440	a
68577	a
68594	a
68599	a
68606	a
68694	a
68857	a
68920	a
69041	a
69201	a
58095	aatento
58672	abajo
64154	abastecimiento
55443	abolicion
55192	abordan
57103	abrtazo
58444	absolutamente
64276	absolutamente
64292	absolutamnete
60115	abundante
58004	aburrrimiento
58369	acceso
61507	acceso
62866	accidente
56941	accidentes
68239	aceitosas
68985	aceptable
61208	acepto
66618	acertada
65874	acido
64480	acogediras
54786	acogedor
59657	acogedor
59707	acogedor
60890	acogedor
62757	acogedor
64946	acogedor
65390	acogedor
65432	acogedor
65731	acogedor
67016	acogedor
67577	acogedor
68085	acogedor
68143	acogedor
66649	acogedro
55438	acoger
58921	acogida
68712	acogida
56011	acogimiento
60441	acogimineto
63421	acomdar
59159	acomode
67265	acomodidos
60872	acompañada
61599	acompañantes
58616	aconsejaria
62904	acorde
68924	acorde
65820	acordes
54854	actitud
55206	actitud
55780	actitud
56264	actitud
56621	actitud
56921	actitud
56988	actitud
57183	actitud
57599	actitud
57692	actitud
57797	actitud
57992	actitud
58195	actitud
58287	actitud
58453	actitud
59130	actitud
59499	actitud
60312	actitud
61706	actitud
61892	actitud
63162	actitud
63206	actitud
63273	actitud
63700	actitud
63785	actitud
64416	actitud
64554	actitud
64583	actitud
65176	actitud
65801	actitud
66003	actitud
67193	actitud
67728	actitud
67787	actitud
68425	actitud
57985	actividad
59863	actividades
67977	actividades
59992	actualizar
61247	actualmentes
54883	acuerdo
59350	acuerdo
62093	acuerdo
55470	adecuada
58470	adecuada
62323	adecuadamente
55868	adecuadas
60499	adecuado
62579	adecuado
60581	adecuados
56913	adecuyada
54773	ademas
55966	ademas
58534	ademas
59559	ademas
60790	ademas
67971	ademas
69118	aderesos
58845	adicinalmente
56127	adicional
57882	adicional
59504	adicional
61814	adicional
62954	adicionales
55975	adicionalmente
57450	adicionalmente
64715	adicionalmente
65197	administacion
56382	administracion
65116	administracion
65046	admirable
64023	adopten
58231	adulto
58633	adultos
58939	advertir
57628	aencion
67136	aender
67105	afeite
59145	afrecidos
55349	afuera
60191	afuera
57611	agil
60122	agil
60503	agil
63284	agil
54930	agiles
58497	agiles
65170	agiles
59035	agilidad
61176	agilidad
61967	agilidad
62195	agilidad
62583	agilidad
63973	agilidad
66087	agilidad
66435	agilizar
60539	agosto
65191	agotados
64159	agoten
67000	agrable
68129	agrable
68952	agrable
65952	agrada
54657	agradable
54708	agradable
54772	agradable
55029	agradable
55178	agradable
55270	agradable
55278	agradable
55628	agradable
55716	agradable
56237	agradable
57091	agradable
57904	agradable
58207	agradable
58724	agradable
58967	agradable
58983	agradable
59112	agradable
59121	agradable
59884	agradable
60829	agradable
60889	agradable
61251	agradable
61340	agradable
61421	agradable
62139	agradable
62224	agradable
62471	agradable
63120	agradable
63264	agradable
63618	agradable
64902	agradable
65392	agradable
65429	agradable
65531	agradable
65604	agradable
65717	agradable
65720	agradable
66410	agradable
66805	agradable
66886	agradable
67314	agradable
67332	agradable
67347	agradable
67458	agradable
67573	agradable
68080	agradable
68301	agradable
68326	agradable
68333	agradable
68445	agradable
68471	agradable
68665	agradable
68852	agradable
54917	agradables
55871	agradables
57470	agradables
63412	agradables
65589	agradables
56418	agradecemos
58072	agradecemos
61141	agradecemos
63827	agradecemos
57370	agradecer
62005	agradecer
58350	agradecerles
65664	agradecida
67725	agradecidas
57961	agradecidos
67425	agradecidos
68717	agradecidos
57106	agradecimiento
60437	agradecimientos
57356	agradeciminetos
57697	agradesidos
68623	agradesidos
63905	agradezco
65110	agradezco
58931	agrdecemosa
58419	agrdecer
65789	agredecemos
54818	agredecidas
59826	agredecido
54764	agredecidos
55085	agredecidos
59693	agregar
60350	agregar
61299	agregar
62164	agregar
65480	agregar
65507	agregar
62475	agregarle
56663	agria
54968	agua
55945	agua
56566	agua
56937	agua
60101	agua
61750	agua
63111	agua
65770	agua
65968	agua
67384	agua
65995	aguados
60044	agusto
64564	agusto
65143	agusto
59631	ahora
63546	ahora
60558	ahumados
54710	ahí
59809	aire
56535	aja
68176	ajustar
54435	al
54515	al
55193	al
55228	al
55578	al
55604	al
55671	al
56099	al
56298	al
56686	al
56723	al
56924	al
57166	al
57289	al
57532	al
57629	al
57871	al
58176	al
58196	al
58230	al
58370	al
58476	al
58656	al
58908	al
58913	al
58940	al
59084	al
59138	al
59489	al
59581	al
59627	al
59644	al
59748	al
59868	al
60217	al
60259	al
60362	al
60418	al
60534	al
60588	al
60676	al
60879	al
60999	al
61076	al
61079	al
61160	al
61169	al
61577	al
61625	al
61909	al
61968	al
62109	al
62250	al
62356	al
62373	al
62461	al
62472	al
62539	al
62602	al
62800	al
62834	al
62905	al
63048	al
63319	al
63707	al
63820	al
64194	al
64381	al
64438	al
65419	al
65424	al
65452	al
65463	al
66244	al
66278	al
66661	al
66714	al
67187	al
67511	al
67520	al
67562	al
67603	al
67939	al
67957	al
68097	al
68369	al
68843	al
68925	al
69083	al
69169	al
66019	alcoholicas
55699	alegres
64039	alegrgicos
57016	alegria
61828	alejandra
64010	alergias
54434	alergicas
56150	alexander
54450	algo
56242	algo
58161	algo
60411	algo
62443	algo
63936	algo
64080	algo
64126	algo
65492	algo
59012	alguna
63053	alguna
54674	algunas
57923	algunas
61466	algunas
66602	algunas
58491	algunos
58695	algunos
62038	algunos
62238	algunos
63565	algunos
63676	algunos
64701	algunos
55560	alimentacion
58592	alimentacion
60905	alimentacion
62620	alimentacion
64270	alimentacion
64575	alimentacion
64971	alimentacion
67987	alimentacion
68747	alimentacion
61647	alimentar
61678	alimenticio
59194	alimenticios
55448	alimentos
55538	alimentos
55728	alimentos
56035	alimentos
56605	alimentos
56775	alimentos
56863	alimentos
58109	alimentos
58237	alimentos
58814	alimentos
58827	alimentos
58833	alimentos
58861	alimentos
58995	alimentos
59142	alimentos
59188	alimentos
59241	alimentos
59307	alimentos
59364	alimentos
59841	alimentos
60227	alimentos
60516	alimentos
61459	alimentos
61971	alimentos
62074	alimentos
62239	alimentos
62612	alimentos
62845	alimentos
62889	alimentos
64007	alimentos
64071	alimentos
64131	alimentos
65109	alimentos
66250	alimentos
66442	alimentos
66710	alimentos
66966	alimentos
68000	alimentos
68096	alimentos
68108	alimentos
68287	alimentos
68474	alimentos
69040	alimentos
