a	0.0
n	0.0
r	0.0
sa	0.0
cpred	0.0013605442176870747
d	0.0013605442176870747
grup.adv	0.0013605442176870747
inc	0.0013605442176870747
gerundi	0.0027210884353741495
infinitiu	0.004081632653061225
sadv	0.005442176870748299
grup.a	0.006802721088435374
ao	0.00816326530612245
grup.nom	0.014965986394557823
mod	0.0163265306122449
atr	0.027210884353741496
v	0.027210884353741496
sentence	0.03537414965986395
s.a	0.07346938775510205
suj	0.08571428571428572
S	0.09115646258503401
cd	0.09523809523809523
cc	0.11156462585034013
sn	0.19183673469387755
spec	0.19727891156462585
